Name of material,Guide No.,ID No.,Toxic Inhalation Hazard,Water Reactive,Chemical Warfare,,Order #
Phosphorus pentafluoride & compressed,125,2198,X,,,,2166
Phosphorus pentasulfide & free from yellow and white Phosphorus,139,1340,,W,,,2167
Phosphorus pentasulphide & free from yellow and white Phosphorus,139,1340,,W,,,2168
Phosphorus pentoxide,137,1807,,,,,2169
Phosphorus sesquisulfide & free from yellow and white Phosphorus,139,1341,,,,,2170
Phosphorus sesquisulphide & free from yellow and white Phosphorus,139,1341,,,,,2171
Phosphorus tribromide,137,1808,,W,,,2172
Phosphorus trichloride,137,1809,X,W,,,2173
Phosphorus trioxide,157,2578,,,,,2174
Phosphorus trisulfide & free from yellow and white Phosphorus,139,1343,,,,,2175
Phosphorus trisulphide & free from yellow and white Phosphorus,139,1343,,,,,2176
Phthalic anhydride,156,2214,,,,,2177
Picolines,129,2313,,,,,2178
Picric acid & wetted with not less than 10% water,113,3364,,,,,2179
Picric acid & wetted with not less than 30% water,113,1344,,,,,2180
Picrite & wetted with not less than 20% water,113,1336,,,,,2181
Picryl chloride & wetted with not less than 10% water,113,3365,,,,,2182
Pinene (alpha),128,2368,,,,,2183
Pine oil,129,1272,,,,,2184
Piperazine,153,2579,,,,,2185
Piperidine,132,2401,,,,,2186
Plastic molding compound,171,3314,,,,,2187
Plastics moulding compound,171,3314,,,,,2188
Plastics & nitrocellulose-based & self-heating & n.o.s.,135,2006,,,,,2189
Poisonous by inhalation liquid & corrosive & flammable & n.o.s. (Inhalation Hazard Zone A),131,3492,X,,,,2190
Poisonous by inhalation liquid & corrosive & flammable & n.o.s. (Inhalation Hazard Zone B),131,3493,X,,,,2191
Poisonous by inhalation liquid & corrosive & n.o.s. (Inhalation Hazard Zone A),154,3389,X,,,,2192
Poisonous by inhalation liquid & corrosive & n.o.s. (Inhalation Hazard Zone B),154,3390,X,,,,2193
Poisonous by inhalation liquid & flammable & corrosive & n.o.s. (Inhalation Hazard Zone A),131,3488,X,,,,2194
Poisonous by inhalation liquid & flammable & corrosive & n.o.s. (Inhalation Hazard Zone B),131,3489,X,,,,2195
Poisonous by inhalation liquid & flammable & n.o.s. (Inhalation Hazard Zone A),131,3383,X,,,,2196
Poisonous by inhalation liquid & flammable & n.o.s. (Inhalation Hazard Zone B),131,3384,X,,,,2197
Poisonous by inhalation liquid & n.o.s. (Inhalation Hazard Zone A),151,3381,X,,,,2198
Poisonous by inhalation liquid & n.o.s. (Inhalation Hazard Zone B),151,3382,X,,,,2199
Poisonous by inhalation liquid & oxidizing & n.o.s. (Inhalation Hazard Zone A),142,3387,X,,,,2200
Poisonous by inhalation liquid & oxidizing & n.o.s. (Inhalation Hazard Zone B),142,3388,X,,,,2201
Poisonous by inhalation liquid & water-reactive & flammable & n.o.s. (Inhalation Hazard Zone A),155,3490,X,,,,2202
Poisonous by inhalation liquid & water-reactive & flammable & n.o.s. (Inhalation Hazard Zone B),155,3491,X,,,,2203
Poisonous by inhalation liquid & water-reactive & n.o.s. (Inhalation Hazard Zone A),139,3385,X,,,,2204
Poisonous by inhalation liquid & water-reactive & n.o.s. (Inhalation Hazard Zone B),139,3386,X,,,,2205
Poisonous liquid & corrosive & inorganic & n.o.s.,154,3289,,,,,2206
Poisonous liquid & corrosive & organic & n.o.s.,154,2927,,,,,2207
Poisonous liquid & flammable & organic & n.o.s.,131,2929,,,,,2208
Poisonous liquid & inorganic & n.o.s.,151,3287,,,,,2209
Poisonous liquid & organic & n.o.s.,153,2810,,,,,2210
Poisonous liquid & oxidizing & n.o.s.,142,3122,,,,,2211
Poisonous liquid & water-reactive & n.o.s.,139,3123,,,,,2212
Poisonous solid & corrosive & inorganic & n.o.s.,154,3290,,,,,2213
Poisonous solid & corrosive & organic & n.o.s.,154,2928,,,,,2214
Poisonous solid & flammable & organic & n.o.s.,134,2930,,,,,2215
Poisonous solid & inorganic & n.o.s.,151,3288,,,,,2216
Poisonous solid & organic & n.o.s.,154,2811,,,,,2217
Poisonous solid & oxidizing & n.o.s.,141,3086,,,,,2218
Poisonous solid & self-heating & n.o.s.,136,3124,,,,,2219
Poisonous solid & water-reactive & n.o.s.,139,3125,,,,,2220
Polyamines & flammable & corrosive & n.o.s.,132,2733,,,,,2221
Polyamines & liquid & corrosive & flammable & n.o.s.,132,2734,,,,,2222
Polyamines & liquid & corrosive & n.o.s.,153,2735,,,,,2223
Polyamines & solid & corrosive & n.o.s.,154,3259,,,,,2224
Polychlorinated biphenyls & liquid,171,2315,,,,,2225
Polychlorinated biphenyls & solid,171,3432,,,,,2226
Polyester resin kit & liquid base material,128,3269,,,,,2227
Polyester resin kit & solid base material,128P,3527,,,,,2228
Polyhalogenated biphenyls & liquid,171,3151,,,,,2229
Polyhalogenated biphenyls & solid,171,3152,,,,,2230
Polyhalogenated terphenyls & liquid,171,3151,,,,,2231
Polyhalogenated terphenyls & solid,171,3152,,,,,2232
Polymeric beads & expandable,171,2211,,,,,2233
Polymerizing substance & liquid & stabilized & n.o.s.,149P,3532,,,,,2234
Polymerizing substance & liquid & temperature controlled & n.o.s.,150P,3534,,,,,2235
Polymerizing substance & solid & stabilized & n.o.s.,149P,3531,,,,,2236
Polymerizing substance & solid & temperature controlled & n.o.s.,150P,3533,,,,,2237
Potassium,138,2257,,,,,2238
Potassium & metal alloys & liquid,138,1420,,,,,2239
Potassium & metal alloys & solid,138,3403,,,,,2240
Potassium arsenate,151,1677,,,,,2241
Potassium arsenite,154,1678,,,,,2242
Potassium borohydride,138,1870,,,,,2243
Potassium bromate,140,1484,,,,,2244
Potassium chlorate,140,1485,,,,,2245
Potassium chlorate & aqueous solution,140,2427,,,,,2246
Potassium cuprocyanide,157,1679,,,,,2247
Potassium cyanide & solid,157,1680,,W,,,2248
Potassium cyanide & solution,157,3413,,,,,2249
Potassium dithionite,135,1929,,W,,,2250
Potassium fluoride & solid,154,1812,,,,,2251
Potassium fluoride & solution,154,3422,,,,,2252
Potassium fluoroacetate,151,2628,,,,,2253
Potassium fluorosilicate,151,2655,,,,,2254
Potassium hydrogen difluoride & solid,154,1811,,,,,2255
Potassium hydrogen difluoride & solution,154,3421,,,,,2256
Potassium hydrogen sulfate,154,2509,,,,,2257
Potassium hydrogen sulphate,154,2509,,,,,2258
Potassium hydrosulfite,135,1929,,W,,,2259
Potassium hydrosulphite,135,1929,,W,,,2260
Potassium hydroxide & solid,154,1813,,,,,2261
Potassium hydroxide & solution,154,1814,,,,,2262
Potassium metavanadate,151,2864,,,,,2263
Potassium monoxide,154,2033,,,,,2264
Potassium nitrate,140,1486,,,,,2265
Potassium nitrate and Sodium nitrate mixture,140,1499,,,,,2266
Potassium nitrate and Sodium nitrite mixture,140,1487,,,,,2267
Potassium nitrite,140,1488,,,,,2268
Potassium perchlorate,140,1489,,,,,2269
Potassium permanganate,140,1490,,,,,2270
Potassium peroxide,144,1491,,,,,2271
Potassium persulfate,140,1492,,,,,2272
Potassium persulphate,140,1492,,,,,2273
Potassium phosphide,139,2012,,W,,,2274
Potassium sodium alloys & liquid,138,1422,,,,,2275
Potassium sodium alloys & solid,138,3404,,,,,2276
Potassium sulfide & anhydrous,135,1382,,,,,2277
Potassium sulfide & hydrated & with not less than 30% water of crystallization,153,1847,,,,,2278
Potassium sulfide & with less than 30% water of crystallization,135,1382,,,,,2279
Potassium sulphide & anhydrous,135,1382,,,,,2280
Potassium sulphide & hydrated & with not less than 30% water of crystallization,153,1847,,,,,2281
Potassium sulphide & with less than 30% water of crystallization,135,1382,,,,,2282
Potassium superoxide,143,2466,,,,,2283
Printing ink & flammable,129,1210,,,,,2284
Printing ink related material & flammable,129,1210,,,,,2285
Propadiene & stabilized,116P,2200,,,,,2286
Propadiene and Methylacetylene mixture & stabilized,116P,1060,,,,,2287
Propane,115,1075,,,,,2288
Propane,115,1978,,,,,2289
Propane-Ethane mixture & refrigerated liquid,115,1961,,,,,2290
Propanethiols,130,2402,,,,,2291
n-Propanol,129,1274,,,,,2292
Propionaldehyde,129P,1275,,,,,2293
Propionic acid,153,1848,,,,,2294
Propionic acid & with not less than 10% and less than 90% acid,153,1848,,,,,2295
Propionic acid & with not less than 90% acid,153,3463,,,,,2296
Propionic anhydride,156,2496,,,,,2297
Propionitrile,131,2404,,,,,2298
Propionyl chloride,132,1815,,W,,,2299
n-Propyl acetate,129,1276,,,,,2300
Propyl alcohol & normal,129,1274,,,,,2301
Propylamine,132,1277,,,,,2302
n-Propyl benzene,128,2364,,,,,2303
Propyl chloride,129,1278,,,,,2304
n-Propyl chloroformate,155,2740,X,,,,2305
Propylene,115,1075,,,,,2306
Propylene,115,1077,,,,,2307
Propylene & Ethylene and Acetylene in mixture & refrigerated liquid containing at least 71.5% Ethylene with not more than 22.5% Acetylene and not more than 6% Propylene,115,3138,,,,,2308
Propylene chlorohydrin,131,2611,,,,,2309
1 &2-Propylenediamine,132,2258,,,,,2310
Propyleneimine & stabilized,131P,1921,,,,,2311
Propylene oxide,127P,1280,,,,,2312
Propylene oxide and Ethylene oxide mixture & with not more than 30% Ethylene oxide,131P,2983,,,,,2313
Propylene tetramer,128,2850,,,,,2314
Propyl formates,129,1281,,,,,2315
n-Propyl isocyanate,155P,2482,X,,,,2316
n-Propyl nitrate,128,1865,,,,,2317
Propyltrichlorosilane,155,1816,,W,,,2318
Pyrethroid pesticide & liquid & flammable & poisonous,131,3350,,,,,2319
Pyrethroid pesticide & liquid & flammable & toxic,131,3350,,,,,2320
Pyrethroid pesticide & liquid & poisonous,151,3352,,,,,2321
Pyrethroid pesticide & liquid & poisonous & flammable,131,3351,,,,,2322
Pyrethroid pesticide & liquid & toxic,151,3352,,,,,2323
Pyrethroid pesticide & liquid & toxic & flammable,131,3351,,,,,2324
Pyrethroid pesticide & solid & poisonous,151,3349,,,,,2325
Pyrethroid pesticide & solid & toxic,151,3349,,,,,2326
Pyridine,129,1282,,,,,2327
Pyrophoric alloy & n.o.s.,135,1383,,,,,2328
Pyrophoric liquid & inorganic & n.o.s.,135,3194,,,,,2329
Pyrophoric liquid & organic & n.o.s.,135,2845,,,,,2330
Pyrophoric metal & n.o.s.,135,1383,,,,,2331
Pyrophoric solid & inorganic & n.o.s.,135,3200,,,,,2332
Pyrophoric solid & organic & n.o.s.,135,2846,,,,,2333
Pyrosulfuryl chloride,137,1817,,,,,2334
Pyrosulphuryl chloride,137,1817,,,,,2335
Pyrrolidine,132,1922,,,,,2336
Quinoline,154,2656,,,,,2337
Radioactive material & excepted package & articles,161,2911,,,,,2338
Radioactive material & excepted package & articles manufactured from depleted Uranium,161,2909,,,,,2339
Radioactive material & excepted package & articles manufactured from natural Thorium,161,2909,,,,,2340
Radioactive material & excepted package & articles manufactured from natural Uranium,161,2909,,,,,2341
Radioactive material & excepted package & empty packaging,161,2908,,,,,2342
Radioactive material & excepted package & instruments,161,2911,,,,,2343
Radioactive material & excepted package & limited quantity of material,161,2910,,,,,2344
Radioactive material & low specific activity (LSA-I) & non fissile or fissile-excepted,162,2912,,,,,2345
Radioactive material & low specific activity (LSA-II) & fissile,165,3324,,,,,2346
Radioactive material & low specific activity (LSA-II) & non fissile or fissile-excepted,162,3321,,,,,2347
Radioactive material & low specific activity (LSA-III) & fissile,165,3325,,,,,2348
Radioactive material & low specific activity (LSA-III) & non fissile or fissile-excepted,162,3322,,,,,2349
Radioactive material & surface contaminated objects (SCO-I) & fissile,165,3326,,,,,2350
Radioactive material & surface contaminated objects (SCO-I) & non fissile or fissile-excepted,162,2913,,,,,2351
Radioactive material & surface contaminated objects (SCO-II) & fissile,165,3326,,,,,2352
Radioactive material & surface contaminated objects (SCO-II) & non fissile or fissile-excepted,162,2913,,,,,2353
Radioactive material & transported under special arrangement & fissile,165,3331,,,,,2354
Radioactive material & transported under special arrangement & non fissile or fissile-excepted,163,2919,,,,,2355
Radioactive material & Type A package & fissile & non-special form,165,3327,,,,,2356
Radioactive material & Type A package & non-special form & non fissile or fissile-excepted,163,2915,,,,,2357
Radioactive material & Type A package & special form & fissile,165,3333,,,,,2358
Radioactive material & Type A package & special form & non fissile or fissile-excepted,164,3332,,,,,2359
Radioactive material & Type B(M) package & fissile,165,3329,,,,,2360
Radioactive material & Type B(M) package & non fissile or fissile-excepted,163,2917,,,,,2361
Radioactive material & Type B(U) package & fissile,165,3328,,,,,2362
Radioactive material & Type B(U) package & non fissile or fissile-excepted,163,2916,,,,,2363
Radioactive material & Type C package & fissile,165,3330,,,,,2364
Radioactive material & Type C package & non fissile or fissile excepted,163,3323,,,,,2365
Radioactive material & Uranium hexafluoride & fissile,166,2977,,W,,,2366
Radioactive material & Uranium hexafluoride & non fissile or fissile-excepted,166,2978,,W,,,2367
Rags & oily,133,1856,,,,,2368
Receptacles & small & containing gas,115,2037,,,,,2369
Red phosphorus,133,1338,,,,,2370
Refrigerant gas & n.o.s.,126,1078,,,,,2371
Refrigerant gases & n.o.s. (flammable),115,1954,,,,,2372
Refrigerant gas R-12,126,1028,,,,,2373
Refrigerant gas R-12B1,126,1974,,,,,2374
Refrigerant gas R-12B2,171,1941,,,,,2375
Refrigerant gas R-13,126,1022,,,,,2376
Refrigerant gas R-13B1,126,1009,,,,,2377
Refrigerant gas R-14,126,1982,,,,,2378
Refrigerant gas R-14 & compressed,126,1982,,,,,2379
Refrigerant gas R-21,126,1029,,,,,2380
Refrigerant gas R-22,126,1018,,,,,2381
Refrigerant gas R-23,126,1984,,,,,2382
Refrigerant gas R-32,115,3252,,,,,2383
Refrigerant gas R-40,115,1063,,,,,2384
Refrigerant gas R-41,115,2454,,,,,2385
Refrigerant gas R-114,126,1958,,,,,2386
Refrigerant gas R-115,126,1020,,,,,2387
Refrigerant gas R-116,126,2193,,,,,2388
Refrigerant gas R-116 & compressed,126,2193,,,,,2389
Refrigerant gas R-124,126,1021,,,,,2390
Refrigerant gas R-125,126,3220,,,,,2391
Refrigerant gas R-133a,126,1983,,,,,2392
Refrigerant gas R-134a,126,3159,,,,,2393
Refrigerant gas R-142b,115,2517,,,,,2394
Refrigerant gas R-143a,115,2035,,,,,2395
Refrigerant gas R-152a,115,1030,,,,,2396
Refrigerant gas R-161,115,2453,,,,,2397
Refrigerant gas R-218,126,2424,,,,,2398
Refrigerant gas R-227,126,3296,,,,,2399
Refrigerant gas R-404A,126,3337,,,,,2400
Refrigerant gas R-407A,126,3338,,,,,2401
Refrigerant gas R-407B,126,3339,,,,,2402
Refrigerant gas R-407C,126,3340,,,,,2403
Refrigerant gas R-500,126,2602,,,,,2404
Refrigerant gas R-502,126,1973,,,,,2405
Refrigerant gas R-503,126,2599,,,,,2406
Refrigerant gas R-1113,119P,1082,X,,,,2407
Refrigerant gas R-1132a,116P,1959,,,,,2408
Refrigerant gas R-1216,126,1858,,,,,2409
Refrigerant gas R-1318,126,2422,,,,,2410
Refrigerant gas RC-318,126,1976,,,,,2411
Refrigerating machines & containing Ammonia solutions (UN2672),126,2857,,,,,2412
Refrigerating machines & containing flammable & non-poisonous & liquefied gas,115,3358,,,,,2413
Refrigerating machines & containing flammable & non-toxic & liquefied gas,115,3358,,,,,2414
Refrigerating machines & containing non-flammable & non-poisonous gases,126,2857,,,,,2415
Refrigerating machines & containing non-flammable & non-toxic gases,126,2857,,,,,2416
Regulated medical waste & n.o.s.,158,3291,,,,,2417
Resin solution,127,1866,,,,,2418
Resorcinol,153,2876,,,,,2419
Rosin oil,127,1286,,,,,2420
Rubber scrap & powdered or granulated,133,1345,,,,,2421
Rubber shoddy & powdered or granulated,133,1345,,,,,2422
Rubber solution,127,1287,,,,,2423
Rubidium,138,1423,,,,,2424
Rubidium hydroxide & solid,154,2678,,,,,2425
Rubidium hydroxide & solution,154,2677,,,,,2426
SA,119,— —,,,Z,,2427
Safety devices,171,3268,,,,,2428
Sarin,153,— —,,,Z,,2429
Seat-belt pre-tensioners,171,3268,,,,,2430
Seed cake & with more than 1.5% oil and not more than 11% moisture,135,1386,,,,,2431
Seed cake & with not more than 1.5% oil and not more than 11% moisture,135,2217,,,,,2432
Selenates,151,2630,,,,,2433
Selenic acid,154,1905,,,,,2434
Selenites,151,2630,,,,,2435
Selenium compound & liquid & n.o.s.,151,3440,,,,,2436
Selenium compound & solid & n.o.s.,151,3283,,,,,2437
Selenium disulfide,153,2657,,,,,2438
Selenium disulphide,153,2657,,,,,2439
Selenium hexafluoride,125,2194,X,,,,2440
Selenium oxychloride,157,2879,,,,,2441
Self-defense spray & non-pressurized,171,3334,,,,,2442
Self-heating liquid & corrosive & inorganic & n.o.s.,136,3188,,,,,2443
Self-heating liquid & corrosive & organic & n.o.s.,136,3185,,,,,2444
Self-heating liquid & inorganic & n.o.s.,135,3186,,,,,2445
Self-heating liquid & organic & n.o.s.,135,3183,,,,,2446
Self-heating liquid & poisonous & inorganic & n.o.s.,136,3187,,,,,2447
Self-heating liquid & poisonous & organic & n.o.s.,136,3184,,,,,2448
Self-heating liquid & toxic & inorganic & n.o.s.,136,3187,,,,,2449
Self-heating liquid & toxic & organic & n.o.s.,136,3184,,,,,2450
Self-heating solid & corrosive & inorganic & n.o.s.,136,3192,,,,,2451
Self-heating solid & corrosive & organic & n.o.s.,136,3126,,,,,2452
Self-heating solid & inorganic & n.o.s.,135,3190,,,,,2453
Self-heating solid & organic & n.o.s.,135,3088,,,,,2454
Self-heating solid & oxidizing & n.o.s.,135,3127,,,,,2455
Self-heating solid & poisonous & inorganic & n.o.s.,136,3191,,,,,2456
Self-heating solid & poisonous & organic & n.o.s.,136,3128,,,,,2457
Self-heating solid & toxic & inorganic & n.o.s.,136,3191,,,,,2458
Self-heating solid & toxic & organic & n.o.s.,136,3128,,,,,2459
Self-reactive liquid type B,149,3221,,,,,2460
Self-reactive liquid type B & temperature controlled,150,3231,,,,,2461
Self-reactive liquid type C,149,3223,,,,,2462
Self-reactive liquid type C & temperature controlled,150,3233,,,,,2463
Self-reactive liquid type D,149,3225,,,,,2464
Self-reactive liquid type D & temperature controlled,150,3235,,,,,2465
Self-reactive liquid type E,149,3227,,,,,2466
Self-reactive liquid type E & temperature controlled,150,3237,,,,,2467
Self-reactive liquid type F,149,3229,,,,,2468
Self-reactive liquid type F & temperature controlled,150,3239,,,,,2469
Self-reactive solid type B,149,3222,,,,,2470
Self-reactive solid type B & temperature controlled,150,3232,,,,,2471
Self-reactive solid type C,149,3224,,,,,2472
Self-reactive solid type C & temperature controlled,150,3234,,,,,2473
Self-reactive solid type D,149,3226,,,,,2474
Self-reactive solid type D & temperature controlled,150,3236,,,,,2475
Self-reactive solid type E,149,3228,,,,,2476
Self-reactive solid type E & temperature controlled,150,3238,,,,,2477
Self-reactive solid type F,149,3230,,,,,2478
Self-reactive solid type F & temperature controlled,150,3240,,,,,2479
Shale oil,128,1288,,,,,2480
Silane,116,2203,,,,,2481
Silane & compressed,116,2203,,,,,2482
Silicon powder & amorphous,170,1346,,,,,2483
Silicon tetrachloride,157,1818,,W,,,2484
Silicon tetrafluoride,125,1859,X,,,,2485
Silicon tetrafluoride & adsorbed,173,3521,X,,,,2486
Silicon tetrafluoride & compressed,125,1859,X,,,,2487
Silver arsenite,151,1683,,,,,2488
Silver cyanide,151,1684,,,,,2489
Silver nitrate,140,1493,,,,,2490
Silver picrate & wetted with not less than 30% water,113,1347,,,,,2491
Sludge acid,153,1906,,,,,2492
Smokeless powder for small arms,133,3178,,,,,2493
Soda lime & with more than 4% Sodium hydroxide,154,1907,,,,,2494
Sodium,138,1428,,,,,2495
Sodium aluminate & solid,154,2812,,,,,2496
Sodium aluminate & solution,154,1819,,,,,2497
Sodium aluminum hydride,138,2835,,,,,2498
Sodium ammonium vanadate,154,2863,,,,,2499
Sodium arsanilate,154,2473,,,,,2500
Sodium arsenate,151,1685,,,,,2501
Sodium arsenite & aqueous solution,154,1686,,,,,2502
Sodium arsenite & solid,151,2027,,,,,2503
Sodium azide,153,1687,,,,,2504
Sodium & batteries containing,138,3292,,,,,2505
Sodium bisulfate & solution,154,2837,,,,,2506
Sodium bisulphate & solution,154,2837,,,,,2507
Sodium borohydride,138,1426,,,,,2508
Sodium borohydride and Sodium hydroxide solution & with not more than 12% Sodium borohydride and not more than 40% Sodium hydroxide,157,3320,,,,,2509
Sodium bromate,140,1494,,,,,2510
Sodium cacodylate,152,1688,,,,,2511
Sodium carbonate peroxyhydrate,140,3378,,,,,2512
Sodium chlorate,140,1495,,,,,2513
Sodium chlorate & aqueous solution,140,2428,,,,,2514
Sodium chlorite,143,1496,,,,,2515
Sodium chloroacetate,151,2659,,,,,2516
Sodium cuprocyanide & solid,157,2316,,,,,2517
Sodium cuprocyanide & solution,157,2317,,,,,2518
Sodium cyanide & solid,157,1689,,W,,,2519
Sodium cyanide & solution,157,3414,,,,,2520
Sodium dichloroisocyanurate,140,2465,,,,,2521
Sodium dichloro-s-triazinetrione,140,2465,,,,,2522
Sodium dinitro-o-cresolate & wetted with not less than 10% water,113,3369,,,,,2523
Sodium dinitro-o-cresolate & wetted with not less than 15% water,113,1348,,,,,2524
Sodium dithionite,135,1384,,W,,,2525
Sodium fluoride & solid,154,1690,,,,,2526
Sodium fluoride & solution,154,3415,,,,,2527
Sodium fluoroacetate,151,2629,,,,,2528
Sodium fluorosilicate,154,2674,,,,,2529
Sodium hydride,138,1427,,,,,2530
Sodium hydrogendifluoride,154,2439,,,,,2531
Sodium hydrosulfide & hydrated & with not less than 25% water of crystallization,154,2949,,,,,2532
Sodium hydrosulfide & with less than 25% water of crystallization,135,2318,,,,,2533
Sodium hydrosulfide & with not less than 25% water of crystallization,154,2949,,,,,2534
Sodium hydrosulfite,135,1384,,W,,,2535
Sodium hydrosulphide & hydrated & with not less than 25% water of crystallization,154,2949,,,,,2536
Sodium hydrosulphide & with less than 25% water of crystallization,135,2318,,,,,2537
Sodium hydrosulphide & with not less than 25% water of crystallization,154,2949,,,,,2538
Sodium hydrosulphite,135,1384,,W,,,2539
Sodium hydroxide & solid,154,1823,,,,,2540
Sodium hydroxide & solution,154,1824,,,,,2541
Sodium hypochlorite,154,1791,,,,,2542
Sodium methylate & dry,138,1431,,,,,2543
Sodium methylate & solution in alcohol,132,1289,,,,,2544
Sodium monoxide,157,1825,,,,,2545
Sodium nitrate,140,1498,,,,,2546
Sodium nitrate and Potassium nitrate mixture,140,1499,,,,,2547
Sodium nitrite,141,1500,,,,,2548
Sodium nitrite and Potassium nitrate mixture,140,1487,,,,,2549
Sodium pentachlorophenate,154,2567,,,,,2550
Sodium perborate monohydrate,140,3377,,,,,2551
Sodium perchlorate,140,1502,,,,,2552
Sodium permanganate,140,1503,,,,,2553
Sodium peroxide,144,1504,,,,,2554
Sodium peroxoborate & anhydrous,140,3247,,,,,2555
Sodium persulfate,140,1505,,,,,2556
Sodium persulphate,140,1505,,,,,2557
Sodium phosphide,139,1432,,W,,,2558
Sodium picramate & wetted with not less than 20% water,113,1349,,,,,2559
Sodium potassium alloys & liquid,138,1422,,,,,2560
Sodium potassium alloys & solid,138,3404,,,,,2561
Sodium sulfide & anhydrous,135,1385,,,,,2562
Sodium sulfide & hydrated & with not less than 30% water,153,1849,,,,,2563
Sodium sulfide & with less than 30% water of crystallization,135,1385,,,,,2564
Sodium sulphide & anhydrous,135,1385,,,,,2565
Sodium sulphide & hydrated & with not less than 30% water,153,1849,,,,,2566
Sodium sulphide & with less than 30% water of crystallization,135,1385,,,,,2567
Sodium superoxide,143,2547,,,,,2568
Solids containing corrosive liquid & n.o.s.,154,3244,,,,,2569
Solids containing flammable liquid & n.o.s.,133,3175,,,,,2570
Solids containing poisonous liquid & n.o.s.,151,3243,,,,,2571
Solids containing toxic liquid & n.o.s.,151,3243,,,,,2572
Soman,153,— —,,,Z,,2573
Stannic chloride & anhydrous,137,1827,,,,,2574
Stannic chloride & pentahydrate,154,2440,,,,,2575
Stannic phosphides,139,1433,,,,,2576
Stibine,119,2676,X,,,,2577
Straw & wet & damp or contaminated with oil,133,1327,,,,,2578
Strontium arsenite,151,1691,,,,,2579
Strontium chlorate,143,1506,,,,,2580
Strontium nitrate,140,1507,,,,,2581
Strontium perchlorate,140,1508,,,,,2582
Strontium peroxide,143,1509,,,,,2583
Strontium phosphide,139,2013,,W,,,2584
Strychnine,151,1692,,,,,2585
Strychnine salts,151,1692,,,,,2586
Styrene monomer & stabilized,128P,2055,,,,,2587
Substituted nitrophenol pesticide & liquid & flammable & poisonous,131,2780,,,,,2588
Substituted nitrophenol pesticide & liquid & flammable & toxic,131,2780,,,,,2589
Substituted nitrophenol pesticide & liquid & poisonous,153,3014,,,,,2590
Substituted nitrophenol pesticide & liquid & poisonous & flammable,131,3013,,,,,2591
Substituted nitrophenol pesticide & liquid & toxic,153,3014,,,,,2592
Substituted nitrophenol pesticide & liquid & toxic & flammable,131,3013,,,,,2593
Substituted nitrophenol pesticide & solid & poisonous,153,2779,,,,,2594
Substituted nitrophenol pesticide & solid & toxic,153,2779,,,,,2595
Sulfamic acid,154,2967,,,,,2596
Sulfur,133,1350,,,,,2597
Sulfur & molten,133,2448,,,,,2598
Sulfur chlorides,137,1828,X,W,,,2599
Sulfur dioxide,125,1079,X,,,,2600
Sulfur hexafluoride,126,1080,,,,,2601
Sulfuric acid,137,1830,,,,,2602
Sulfuric acid & fuming,137,1831,X,,,,2603
Sulfuric acid & spent,137,1832,,,,,2604
Sulfuric acid & with more than 51% acid,137,1830,,,,,2605
Sulfuric acid & with not more than 51% acid,157,2796,,,,,2606
Sulfuric acid and Hydrofluoric acid mixture,157,1786,,,,,2607
Sulfurous acid,154,1833,,,,,2608
Sulfur tetrafluoride,125,2418,X,,,,2609
Sulfur trioxide & stabilized,137,1829,X,,,,2610
Sulfuryl chloride,137,1834,X,W,,,2611
Sulfuryl fluoride,123,2191,X,,,,2612
Sulphamic acid,154,2967,,,,,2613
Sulphur,133,1350,,,,,2614
Sulphur & molten,133,2448,,,,,2615
Sulphur chlorides,137,1828,X,W,,,2616
Sulphur dioxide,125,1079,X,,,,2617
Sulphur hexafluoride,126,1080,,,,,2618
Sulphuric acid,137,1830,,,,,2619
Sulphuric acid & fuming,137,1831,X,,,,2620
Sulphuric acid & spent,137,1832,,,,,2621
Sulphuric acid & with more than 51% acid,137,1830,,,,,2622
Sulphuric acid & with not more than 51% acid,157,2796,,,,,2623
Sulphuric acid and Hydrofluoric acid mixture,157,1786,,,,,2624
Sulphurous acid,154,1833,,,,,2625
Sulphur tetrafluoride,125,2418,X,,,,2626
Sulphur trioxide & stabilized,137,1829,X,,,,2627
Sulphuryl chloride,137,1834,X,W,,,2628
Sulphuryl fluoride,123,2191,X,,,,2629
Tabun,153,— —,,,Z,,2630
Tars & liquid,130,1999,,,,,2631
Tear gas candles,159,1700,,,,,2632
Tear gas devices,159,1693,,,,,2633
Tear gas grenades,159,1700,,,,,2634
Tear gas substance & liquid & n.o.s.,159,1693,,,,,2635
Tear gas substance & solid & n.o.s.,159,3448,,,,,2636
Tellurium compound & n.o.s.,151,3284,,,,,2637
Tellurium hexafluoride,125,2195,X,,,,2638
Terpene hydrocarbons & n.o.s.,128,2319,,,,,2639
Terpinolene,128,2541,,,,,2640
Tetrabromoethane,159,2504,,,,,2641
1 &1 &2 &2-Tetrachloroethane,151,1702,,,,,2642
Tetrachloroethylene,160,1897,,,,,2643
Tetraethyl dithiopyrophosphate,153,1704,,,,,2644
Tetraethylenepentamine,153,2320,,,,,2645
Tetraethyl silicate,129,1292,,,,,2646
1 &1 &1 &2-Tetrafluoroethane,126,3159,,,,,2647
Tetrafluoroethane and Ethylene oxide mixture & with not more than 5.6% Ethylene oxide,126,3299,,,,,2648
Tetrafluoroethylene & stabilized,116P,1081,,,,,2649
Tetrafluoromethane,126,1982,,,,,2650
Tetrafluoromethane & compressed,126,1982,,,,,2651
1 &2 &3 &6-Tetrahydrobenzaldehyde,129,2498,,,,,2652
